ID,D_ID,U_ID,Speaker,Utterance,Emotion,Label
817,60,4,Chandler,"Well, it just hurts so bad. I uh",sadness,1
818,60,5,Dana,"Ohh, I’m sorry.",sadness,0
819,60,6,Chandler,Well maybe there is one thing you can do.,neutral,0
820,60,7,Dana,What?! Anything! Anything!,joy,0
821,60,8,Chandler,"Well, I umm, I mean this is just off the top of my head now, umm but I have this friend.",neutral,1
822,60,9,Chandler,"This actor friend and he would kill me if he thought I was doing this umm, but umm would it be possible for him to get an audition for your movie say on Thursday?",fear,1
823,60,10,Dana,Absolutely! But you-you would really feel better about me rejecting you if your actor friend can audition for my movie?,surprise,0
824,60,11,Chandler,"Well, the heart wants what it wants. I’ll see you later.",neutral,1
825,61,0,Chandler,Sure!,joy,0
826,61,1,Monica,"Okay, I was thinking we should have a beautiful guest room, right?",neutral,0
827,61,2,Monica,With a mahogany sleigh bed and bedside tables with flowers on them all the time!,joy,0
828,61,3,Monica,And we could have a roll top desk with comment cards on them so people could say how much they loved staying here!!,joy,1
829,61,4,Monica,"Okay, whatever, I really haven’t thought about it that much.",neutral,1
830,61,5,Chandler,"Well, I like that idea.",joy,0
831,61,6,Chandler,Obviously!,joy,1
832,61,7,Chandler,"I was thinking maybe-maybe-maybe it could be a game room, y’know?",neutral,0
833,61,8,Chandler,"I mean you can buy old arcade games like uh, like",neutral,0
834,61,9,Monica,No.,disgust,1
835,61,10,Chandler,"Okay so you mean no as in, ""Gee Chandler, what an interesting idea. Let’s discuss it before we reject it completely.""",joy,0
836,61,11,Monica,"Oh, I’m sorry. Of course I mean that. Interesting idea, umm, talk about it, but no.",disgust,1
837,61,12,Chandler,"So, that’s it?",surprise,0
838,61,13,Monica,I just don’t think arcade games go in the beautiful guest room. The beautiful guest room is gonna be filled with antiques.,neutral,0
839,61,14,Chandler,Which is why,neutral,0
840,61,15,Monica,What do you have against the beautiful guest room?,anger,0
841,61,16,Chandler,"I don’t have anything against the beautiful guest room, especially since everybody we know lives about 30 seconds away!",anger,0
842,61,17,Monica,Are you mocking me?,anger,0
843,61,18,Chandler,"No, I’m not mocking you,  or you beautiful guest room.",neutral,1
844,62,0,Monica,"Hey. Okay, I gave him another chance, but Tim has",neutral,0
845,62,1,Phoebe,But,neutral,0
846,62,2,Monica,"No! No-no! He is totally incompetent. I called the chef who recommended him to me. He said, ""Ha-ha! Gotcha!""",disgust,1
847,62,3,Phoebe,"Okay. Okay, but you can’t fire him today.",neutral,0
848,62,4,Monica,Why not?!,anger,0
849,62,5,Phoebe,Because I’m dumping him today.,neutral,1
850,62,6,Monica,What?! You said he was sweet!,surprise,0
851,62,7,Phoebe,He,neutral,0
852,62,8,Monica,Just don’t pick up your phone.,neutral,0
853,62,9,Phoebe,"Then he comes over!  ""I’m so worried about you."" Uck! Be a man!",disgust,1
854,62,10,Monica,What? So now I’m not allowed to fire him?,surprise,0
855,62,11,Phoebe,"You can’t fire him and dump him the same day, he’ll kill himself.",sadness,0
856,62,12,Monica,"Okay well then, I’ll fire him today and you go out with him for another week.",neutral,0
857,62,13,Phoebe,"Are you kidding?! Another week with that sip, I’ll kill",disgust,1
858,62,14,Monica,"Okay well, then we’ll both do it today and he’ll just have to deal with it!",neutral,0
859,62,15,Phoebe,Okay. But the question is who’s gonna go first. ‘Cause whoever goes second is the bitch.,sadness,1
860,63,0,Ticket Counter Attendant,This is the final boarding call for Flight 664 to Yemen.,neutral,0
861,63,1,Chandler,"Well, I-I guess I gotta go.",sadness,0
862,63,2,Janice,"Oh, my Bing-a-ling. I’ll wait for you. Do you even know how long you’re going to be gone?",sadness,1
863,63,3,Chandler,"Well, just until we find an energy source to replace fuel.",neutral,1
864,63,4,Janice,"Oh. Well, I’ll right you everyday.  15 Yemen Road, Yemen.",neutral,1
865,63,5,Chandler,"Okay, good-bye. Good-bye.",sadness,0
866,63,6,Janice,Chandler?,neutral,0
867,63,7,Chandler,No!,anger,0
868,63,8,Janice,Chandler!,surprise,0
869,63,9,Chandler,Janice!,surprise,0
870,63,10,Chandler,There you are!,surprise,0
871,63,11,Chandler,There you are!,surprise,0
872,63,12,Chandler,"I had to have one last kiss, and also-also you said that you were going to leave right after I got on the plane!",sadness,1
873,63,13,Janice,No! No! I wanna see you take-off.,neutral,0
874,63,14,Chandler,"Well, I then guess I’m going to Yemen! I’m going to Yemen!  When we get to Yemen, can I stay with you?",joy,1
875,64,0,Rachel,Hi!,joy,0
876,64,1,Joey,Hey.,neutral,0
877,64,2,Phoebe,"Hey—Ooh, how’s Hilda? Is she working out?",neutral,0
878,64,3,Rachel,"Ohh, my new assistant is working out, yes.",neutral,1
879,64,4,Joey,Was she happy you gave her the job?,neutral,0
880,64,5,Rachel,"Oh, my-my new assistant was very happy that I hired my new assistant.",neutral,1
881,64,6,Joey,Hello?,neutral,0
882,64,7,Joey,Oh hey!,surprise,0
883,64,8,Joey,"Can you, can you hang on a second?",neutral,0
884,64,9,Joey,It’s the producers over at Mac and C.H.E.E.S.E.,neutral,0
885,64,10,Joey,can you excuse me for a minute?,neutral,0
886,64,11,Joey,"Hey, funny you should call.",joy,0
887,64,12,Joey,I was just looking over next week’s script.,neutral,0
888,64,13,Joey,Canceled?!,surprise,0
889,64,14,Joey,Like they’re taking it off the air?,surprise,0
890,64,15,Joey,Ohh.,neutral,0
891,64,16,Joey,"All right, see you Monday.",neutral,0
892,64,17,Joey,We’re not even shootin’ them anymore?!!,surprise,1
893,64,18,Joey,"All right, bye!",anger,0
894,64,19,Joey,They canceled Mac and C.H.E.E.S.E!,anger,0
895,64,20,Phoebe,Sorry.,sadness,0
896,64,21,Rachel,I’m sorry Joey.,sadness,0
897,64,22,Joey,Why would they do that?! It was a good show right?!,surprise,0
898,65,0,Rachel,It’s so secluded up here.,neutral,0
899,65,1,Paul,I know. I like it up here.,joy,0
900,65,2,Rachel,I feel like we’re the only two people in the world.  Oops. Sorry.,joy,1
901,65,3,Paul,What’s the matter honey? Did you see a little mouse?,neutral,0
902,65,4,Rachel,"No-no! Big bear! Big bear outside! I think I-I—would you—actually, would you go check on that?",fear,1
903,65,5,Paul,"Honey, we don’t have any bears here.",neutral,0
904,65,6,Rachel,"Well, okay. Would-would you get me a",neutral,1
905,65,7,Paul,Okay. I’ll be right back.,neutral,0
906,65,8,Rachel,Okay.  What?! What are you doing here?!,surprise,0
907,65,9,Ross,What are,neutral,0
908,65,10,Rachel,I came with Paul!,anger,0
909,65,11,Ross,"Yeah, I recognize the ankles!",neutral,1
910,65,12,Rachel,Get up!,anger,0
911,65,13,Paul,Here you go honey!,joy,0
912,65,14,Rachel,Ahh. Thank you!,joy,0
913,65,15,Paul,Diet Coke,neutral,0
914,66,0,Brenda,What are you doing?,neutral,0
915,66,1,Chandler,I’m leaning. This is where I lean.,neutral,1
916,66,2,Brenda,Okay. (Goes over and fluffs up the pillows on the couch.,neutral,0
917,66,3,Chandler,Brenda a bee!,fear,0
918,66,4,Brenda,What?,surprise,0
919,66,5,Chandler,Yes! It’s flown into your blouse and you’d better undo your buttons lest it sting you!,anger,1
920,66,6,Brenda,I think I know what’s going on here.,disgust,0
921,66,7,Chandler,You do?,neutral,0
922,66,8,Brenda,"Look, I know it must be hard that your wife is a lesbian, but it’s wrong. You’re married.",disgust,1
923,66,9,Chandler,I totally understand.  Can I,neutral,0
924,67,0,Director,"All right, let's do it!",joy,0
925,67,1,Director,"No, no, no. What was that?",surprise,0
926,67,2,Joey,"I know, it was the best I could get out of them.",neutral,1
927,67,3,Director,"Well, people!",sadness,0
928,67,4,Joey,"People, people, people.",neutral,0
929,67,5,Director,"Let's try it again, and this time let's watch everybody watch Joey.",neutral,0
930,67,6,Director,Show 'em how it's done.,neutral,0
931,67,7,Director,Count it off.,neutral,0
932,68,0,Emily,So what did he decide? Does your Uncle Nathan get an invite or not?,neutral,0
933,68,1,Ross,"Ohh, God, nobody likes him, and he’s so cheap, he’d never fly to London in a million years.",disgust,0
934,68,2,Ross,"Yeah, invite him?",neutral,0
935,68,3,Ross,"Hey, did I do these neat enough?",neutral,0
936,68,4,Emily,"Yeah, they’re fine.",neutral,0
937,68,5,Ross,Yeah?,joy,0
938,68,6,Emily,"If anyone asks, we’ll just say Ben addressed them.  Oh! So you invited Rachel then?",surprise,1
939,68,7,Ross,Sure. Why not?,neutral,0
940,68,8,Emily,Really?,surprise,0
941,68,9,Ross,Yeah?,neutral,0
942,68,10,Emily,I don’t think I’d be comfortable with any of my old lovers there.,sadness,0
943,68,11,Ross,"Wait-wait-wait, do you, do you think, maybe we shouldn’t invite her?",fear,0
944,68,12,Emily,"Oh, no-no, y’know I absolutely adore Rachel it’s just that, well it might be a awkward for you.",sadness,0
945,68,13,Emily,But it’s absolutely your decision.,neutral,0
946,68,14,Emily,More tea?,neutral,0
947,68,15,Ross,Yeah sure.,neutral,0
948,68,16,Emily,Earl Grey?,neutral,0
949,68,17,Ross,"Huh? Yeah, fine, invite whoever you want.",neutral,0
950,69,0,Rachel,Hi.,neutral,0
951,69,1,Joey,Hey!,joy,0
952,69,2,Phoebe,Hey! So how was the doctor?,neutral,0
953,69,3,Rachel,"Oh, everything went great.",joy,0
954,69,4,Phoebe,Good.,neutral,0
955,69,5,Ross,"Oh hey, show them the picture of your uterus.",neutral,1
956,69,6,Phoebe,Oh.,joy,0
957,69,7,Joey,I don’t see the baby. Where is it?,neutral,1
958,69,8,Rachel,"Oh no, I know I couldn’t see it either at first, but it’s right umm…  Ross, I lost it again.",joy,1
959,70,0,Phoebe,Could you help me with something?,neutral,0
960,70,1,Phoebe,The patient I’m looking for has a broken leg and is in a wheelchair.,neutral,0
961,70,2,Phoebe,"And umm, he’s like early to mid-thirties, very attractive.",neutral,0
962,70,3,Nurse,I think I know who you’re talking about.,neutral,0
963,70,4,Phoebe,"Oh yay! Great! Okay, what room number is he in?",joy,0
964,70,5,Nurse,"I’m sorry, that information is restricted to hospital staff",neutral,0
965,70,6,Joey,"Uh, she’s with me.  Dr. Drake Remoray.",neutral,1
966,70,7,Nurse,Dr. Drake who?,neutral,0
967,70,8,Joey,Remoray. It’s Portuguese. We need that information. I’m a doctor.,neutral,1
968,70,9,Nurse,A doctor at this hospital?,surprise,0
969,70,10,Joey,Damnit woman we’re losing precious time! Now do you want this man’s blood on your head?,anger,1
970,70,11,Phoebe,Hands.,neutral,0
971,70,12,Joey,Hands!,neutral,0
972,70,13,Joey,It is absolutely essential that you tell me what room the man my assistant described is staying in.,neutral,0
973,70,14,Joey,"He’s a patient of mine, I’ve been treating him for years!",neutral,0
974,70,15,Nurse,He’s in room 816.,neutral,0
975,70,16,Joey,"816, thank you!",joy,0
976,70,17,Phoebe,Thank you.,neutral,0
977,70,18,Joey,And what is his name?,neutral,1
978,70,19,Phoebe,No!,surprise,0
979,71,0,Ross,Hi!,joy,0
980,71,1,Rachel and Bonnie,Hi!,joy,1
981,71,2,Bonnie,Rachel was just helping me out. My head got all sunburned.,neutral,0
982,71,3,Ross,Awww.,joy,0
983,71,4,Bonnie,Thanks a million.,joy,0
984,71,5,Rachel,"Oh, you’re welcome a million.",joy,1
985,71,6,Bonnie,"Okay, I’ll see you in our room.",neutral,0
986,71,7,Ross,Yeah.,neutral,0
987,71,8,Rachel,Oh my God.,surprise,0
988,71,9,Ross,I know.,neutral,0
989,71,10,Ross,"Okay, I gotta go.",neutral,0
990,71,11,Rachel,Whoa! What?! Why?!,surprise,0
991,71,12,Ross,"Well, I-I gotta go break up with Bonnie.",sadness,0
992,71,13,Rachel,Here?! Now?!,surprise,0
993,71,14,Ross,"Well, yeah.",neutral,0
994,71,15,Ross,"I can’t-I can’t stay here all night, and if I go in there she’s-she’s gonna wanna... do stuff.",fear,0
995,72,0,Chandler,"I’m full, and yet I know if I stop eating this, I’ll regret it.",neutral,1
996,72,1,Joey,Hey!,neutral,0
997,72,2,Rachel,Hey!,neutral,0
998,72,3,Joey,What do you got there?,neutral,0
999,72,4,Rachel,"Oh it’s umm, it’s tofu cake. Do you want some?",neutral,1
1000,72,5,Chandler,What are you doing tonight?,neutral,0
1001,72,6,Joey,Huh? Uh,neutral,0
1002,72,7,Chandler,Dude! Dude!,surprise,0
1003,72,8,Joey,"Oh!  Sorry. Uh, I’ve got those plans with Phoebe, why?",neutral,0
1004,72,9,Chandler,"Oh really? Uh, Monica said she had a date at 9:00.",surprise,0
1005,72,10,Joey,What?! Tonight?!,surprise,0
1006,72,11,Chandler,That’s what Monica said.,neutral,0
1007,72,12,Joey,After she gave me that big speech?!,surprise,0
1008,72,13,Joey,She goes and makes a date with a guy on the same night she has plans with me?,anger,0
1009,72,14,Joey,I think she’s trying to pull a fast one on Big Daddy!,anger,1
1010,73,0,Jill,It’s yours!,neutral,0
1011,73,1,Rachel,"Yeah well, I’m-I’m a slut.",sadness,1
1012,73,2,Jill,Me too.,neutral,1
1013,73,3,Ross,Hi Jill!,joy,0
1014,73,4,Jill,Hey!,joy,0
1015,73,5,Ross,Hi .,neutral,0
1016,73,6,Rachel,Rachel.,neutral,0
1017,73,7,Ross,"Rachel! Well, you-you’re not at home, you’re-you’re-you’re right here.",surprise,0
1018,73,8,Rachel,"Yeah I know, and I bet you thought it would be weird. But it’s not!",joy,1
1019,73,9,Ross,"Okay. So well I’ll umm,  I’ll have her home by midnight.",neutral,1
1020,74,0,Joey,That part was perfect for me! I can't believe I didn't get it!,anger,0
1021,74,1,Ross,"I'm sorry, man.",sadness,0
1022,74,2,Ross,"Hey, y'know what you should do?",neutral,0
1023,74,3,Ross,You should make something happen for yourself.,neutral,0
1024,74,4,Ross,"Y'know, like-like write a play.",neutral,0
1025,74,5,Ross,Write a movie!,joy,0
1026,74,6,Ross,Huh?,neutral,0
1027,74,7,Ross,"I mean, what about those",neutral,0
1028,74,8,Joey,"Come on Ross be realistic, y'know? If I did write something, what are the chances I could get those guys to star in it?",sadness,1
1029,74,9,Joey,"Wait a second, I could star in it!",joy,0
1030,74,10,Ross,Or that.,neutral,0
1031,74,11,Joey,I can't write!,anger,0
1032,74,12,Joey,"Y'know I mean I-I-I'm an actor, I don't have the discipline that takes, y'know?",sadness,0
1033,74,13,Joey,I can't do it.,sadness,0
1034,74,14,Ross,I'll help you.,neutral,0
1035,74,15,Ross,"Yeah, I'll make up a schedule and make sure you stick to it.",neutral,0
1036,74,16,Ross,"And plus, it'll give me something to do.",neutral,0
1037,75,0,Chandler,"As bad as that went, I actually enjoyed myself. I think that I’m going to apologize for all of the stupid things I do.",neutral,0
1038,75,1,Monica,Why don’t you just stop doing stupid things? Then you wouldn’t have to apologize.,neutral,1
1039,75,2,Chandler,I would really love it if I could do both.,neutral,1
1040,75,3,Monica,"All right, I…I have to ask.",sadness,0
1041,75,4,Chandler,What?,neutral,0
1042,75,5,Monica,Are you gonna break up with me if I get fat again?,fear,0
1043,75,6,Chandler,What?!,surprise,0
1044,75,7,Monica,"Well, you broke up with Julie Grath! How much weight could she have gained?",anger,0
1045,75,8,Chandler,A hundred and forty-five pounds.,disgust,1
1046,76,0,Ross,"Yes, yes it is. It’s uh…  Every time on the lips! Why?! Why on lips?!",anger,1
1047,76,1,Monica,"Here’s Frannie. Hmm, won’t she be happy to see me?",joy,0
1048,76,2,Ross,"Now wait a minute, you be nice! All right? I didn’t bring you here so you can ambush her.",anger,0
1049,76,3,Monica,Frannie was the one who found your,neutral,0
1050,76,4,Ross,That bitch!,anger,1
1051,76,5,Frannie,Monica! What,surprise,0
1052,76,6,Monica,Am I doing here? Why? Surprised to see me? Ross brought me. How do you like that?!,anger,0
1053,76,7,Ross,"Hi Frannie, congratulations.",neutral,1
1054,76,8,Monica,"You invite my brother, you invite my whole family, and not me?!",anger,0
1055,76,9,Monica,Why?!,surprise,0
1056,76,10,Monica,What—Why wouldn’t you want me at your wedding?,anger,0
1057,76,11,Monica,What could I have possibly done?!,anger,0
1058,76,12,Monica,Stuart!,anger,1
1059,76,13,Frannie,I believe you know my husband.,neutral,0
1060,76,14,Ross,So it’s really a question of,neutral,1
1061,77,0,Chandler,Hey ladies! What are you in here for?,neutral,0
1062,77,1,Gary,"Hey Chandler, what are you doing here?",surprise,0
1063,77,2,Chandler,"Gary, I'm here to report a crime.",neutral,0
1064,77,3,Gary,Yeah?,surprise,0
1065,77,4,Chandler,It is a crime that you and I don't spend more time together.,neutral,1
1066,77,5,Gary,What's up?,neutral,0
1067,77,6,Chandler,"Well, I heard that you thinking about asking Phoebe to move in with you and I thought maybe, we should have a talk.",neutral,0
1068,77,7,Chandler,"Man to uh, me.",neutral,0
1069,77,8,Gary,Sure. Okay.,neutral,0
1070,77,9,Chandler,"Uh, are you crazy? Are you insane? If you live with Phoebe, you two are gonna be y'know, live-living together!",surprise,1
1071,77,10,Gary,"Yeah, I-I considered that. I just know it would make me happy.",neutral,0
1072,77,11,Chandler,You mean scared.,neutral,0
1073,77,12,Gary,"No, I mean happy.",neutral,0
1074,78,0,Chandler,Shut-out!!,surprise,0
1075,78,1,Monica,"Where are you guys going? Come on, one more game!",surprise,0
1076,78,2,Joey,"Uh, it's 2:30 in the morning!",sadness,0
1077,78,3,Chandler,"Yeah, get out!",anger,0
1078,78,4,Monica,You guys are always hanging out in my apartment!,anger,0
1079,78,5,Monica,"Come on, I'll only use my left hand, huh?",anger,0
1080,78,6,Monica,"Come on, wussies!",anger,0
1081,78,7,Monica,"All right, ok, I gotta go.",neutral,1
1082,78,8,Monica,"I'm going,  and I'm gone.",neutral,0
1083,78,9,Chandler,One more game?,neutral,0
1084,78,10,Joey,Oh yeah!,joy,1
1085,79,0,Ross,Where there is no fear of commitment.,neutral,0
1086,79,1,Chandler,Do we have any... Do we have any thoughts here?,neutral,0
1087,79,2,Joey,"Well, I've never been through the tunnel myself, 'cause as I understand it, you're not allowed to go through with more than one girl in the car, right.",neutral,1
1088,79,3,Joey,"But, it seems to me it's pretty much like anything else, you know, face your fear.",neutral,0
1089,79,4,Joey,"It have a fear of heights, you go to the top of the building!",fear,0
1090,79,5,Joey,If you're afraid of bugs.....get a bug.,neutral,1
1091,79,6,Joey,Right.,neutral,0
1092,79,7,Joey,"In this case, you have a fear of commitment, so I say you go in there and be the most committed guy there ever was.",neutral,0
1093,79,8,Rachel,"Amazingly, that makes sense.",joy,0
1094,79,9,Chandler,You think?,neutral,0
1095,79,10,Joey,"Oh, yeah. Go for it man, jump off the high dive, stare down the barrel of the gun, pee into the wind!",joy,1
1096,79,11,Chandler,"Yeah, Joe, I assure you if I'm staring down the barrel of a gun, I'm pretty much peeing every which way.",fear,1
1097,80,0,Mona,Hey!  Hey!,joy,0
1098,80,1,Ross,Hi!,joy,0
1099,80,2,Mona,Hi! Look! I got our pictures developed from Rockefeller Center.,joy,0
1100,80,3,Ross,"Oh great! Hey-hey Joey, do you want to check out pictures of me and Mona ice skating?",joy,0
1101,80,4,Joey,"Oh uh, ordinarily I would love too, but I am just swamped right now.",neutral,1
1102,80,5,Ross,Hey where-where are the pictures that creepy pretzel vendor took of us together?,neutral,0
1103,80,6,Mona,"Oh yeah, probably at the end.  Oh my God! He only took pictures of my breasts!",surprise,1
1104,80,7,Joey,I’m missin’ picture time?!,joy,1
1105,80,8,Phoebe,Y’know she has a face Ross!,anger,1
1106,80,9,Mona,"Okay. Okay, here’s a good one of us.",joy,0
1107,80,10,Ross,Wow!,joy,0
1108,80,11,Ross,That is a good one!,joy,0
1109,80,12,Ross,"Wow, it looks like a, like a holiday card y’know, with the tree in the middle and the skaters and the snow.",joy,0
1110,80,13,Mona,"Y’know, every year I say I’m gonna send out holiday cards and I never do it.",neutral,0
1111,80,14,Mona,"Do you wanna, do you wanna send this one out together?",neutral,0
1112,80,15,Ross,Together? Like-like to people?,surprise,1
1113,80,16,Mona,"Yeah, y’know. Happy holidays from Mona and Ross. It’ll be cute, okay?",joy,0
1114,80,17,Ross,Okay.,joy,1
1115,80,18,Mona,"Oh, I gotta get to work. So call me later?",neutral,0
1116,80,19,Ross,"Uh sure, sure.",neutral,0
1117,80,20,Mona,Bye guys.,neutral,0
1118,81,0,Ross,"I mean, I don’t feel like I even have a girlfriend anymore.",anger,0
1119,81,1,Rachel,You want me to just quit my job so that you can feel like you’ve got a girlfriend?,anger,0
1120,81,2,Ross,Is this about Mark?,neutral,0
1121,81,3,Rachel,Oh my God.,surprise,0
1122,81,4,Ross,"Okay, it’s not, it’s not.",neutral,0
1123,81,5,Rachel,"Oh my God. I cannot keep having this same fight with you Ross! Look, urrgh, maybe we should take a break.",sadness,1
1124,81,6,Ross,"Fine, you’re right.",neutral,0
1125,81,7,Ross,"Let’s ah, let’s take a break,  let’s cool off, okay, let’s get some frozen yoghurt, or something..",neutral,0
1126,81,8,Rachel,No. A break from us.,sadness,0
1127,82,0,Doug,"Bing! We’re all set for tonight, 8 o’clock.",joy,0
1128,82,1,Chandler,"Oh uh, as it turns out, we can’t do it. Monica has to work.",joy,0
1129,82,2,Doug,"Oh, my ex-wife didn’t work, unless you call turning into her mother work. Fine. Tomorrow night then.",neutral,1
1130,82,3,Chandler,Oh uh well tomorrow’s no good for her either.,neutral,0
1131,82,4,Doug,Oh? Why not?,neutral,0
1132,82,5,Chandler,It’s the semi-finals…of her…botchy ball tournament.,neutral,1
1133,82,6,Doug,"What’s going on Bing? Does uh, your wife have a problem with me or something?",anger,0
1134,82,7,Chandler,Well now-now you’re just talking crazy.,joy,1
1135,82,8,Doug,So why can’t the three of us go out together?,neutral,0
1136,82,9,Chandler,Because uh…we-we…we split up. Monica and I split up. Hold me.,sadness,1
1137,82,10,Doug,"Good God Bing I…well I can’t say I’m altogether surprised, I saw the way she looked at you, and there was no love there.",sadness,0
1138,82,11,Doug,"And the way she looked at me, pure lust.",joy,1
1139,82,12,Chandler,Y’know what would really help me through this tough time is choking something. Can I choke ya?,anger,1
1140,82,13,Doug,"Bing my boy, we’re gonna get you over this.",neutral,0
1141,82,14,Doug,"Now here’s the plan, grab your coat, we’re going to a strip club.",joy,0
1142,82,15,Chandler,"Oh no-no-no, Monica would freak.  But to hell with that bitch.",anger,1
1143,83,0,Joey,"Look at you, all sweet and innocent, sleeping like an angel...    with Emma's chubby little hands wrapped around ya.",neutral,1
1144,83,1,Joey,"It's    okay, Emma, you stay asleep.",neutral,0
1145,83,2,Rachel,": Step away from the crib,    I have a weapon!",anger,1
1146,83,3,Joey,"It's okay, it's okay Rach, it's me. Put down the scrunchy.",neutral,0
1147,83,4,Rachel,What are you doing?,neutral,0
1148,83,5,Joey,"Well, I heard Emma stirring, so I came to make sure she could    reach Hugsy.",neutral,1
1149,83,6,Rachel,"Oh, oh thanks. Alright well, now that I'm up I'm going to go    to the bathroom.",neutral,0
1150,83,7,Joey,There you go sweetie...     This isn't over.,neutral,1
1151,84,0,Chandler,And you’re upset because you didn’t make your best friend cry?,sadness,1
1152,84,1,Monica,"I mean, all I’m asking for is just a little emotion!",anger,0
1153,84,2,Monica,Is that too much to ask after six years?!,anger,0
1154,84,3,Monica,I mean what?,anger,0
1155,84,4,Monica,Are-are-are Rachel and I not as close as you guys?!,anger,0
1156,84,5,Monica,I mean do we not have as much fun?!,anger,0
1157,84,6,Monica,Don’t I deserve a few tears?!!,sadness,1
1158,84,7,Monica,"I mean we-we told Joey, he cried his eyes out!",sadness,1
1159,84,8,Joey,Hey!,anger,0
1160,84,9,Joey,I did not cry my eyes out!!,anger,1
1161,84,10,Joey,Come on!,sadness,0
1162,84,11,Joey,It’s like the end of an era!,sadness,0
1163,84,12,Joey,No more J-man and Channie’s!,sadness,0
1164,84,13,Chandler,"Okay, I gotta ask, who calls us that?!",anger,1
1165,85,0,Chloe,Do I know why we’re rushing?,neutral,0
1166,85,1,Ross,"Yeah, y'know the ah, the girlfriend I told you about last night?",neutral,0
1167,85,2,Ross,"Well it turns out she ah, she wants to get back together with me.",neutral,1
1168,85,3,Ross,"Oh, I found it!",joy,1
1169,85,4,Chloe,That’s so great for you guys!,joy,0
1170,85,5,Chloe,"Good luck, with your girlfriend.",neutral,0
1171,85,6,Ross,"Oh, thank you.  Hey, hey.  Rachel!!!!",joy,1
1172,85,7,Rachel,"Hi. Ohhh, you got my message.",neutral,0
1173,85,8,Ross,"Yeah, oh hey, you are right on time.",neutral,0
1174,85,9,Rachel,So what do you say? Can I be your girlfriend again?,neutral,0
1175,85,10,Ross,"Yes, you can, very much.",joy,0
1176,85,11,Ross,Ahhhh!!,surprise,1
1177,86,0,Ross,Y’know I don’t understand why they didn’t cry. It was a beautiful speech.,sadness,0
1178,86,1,Monica,"Oh, come on.",disgust,0
1179,86,2,Ross,Hey!,sadness,0
1180,86,3,Ross,"All that stuff you said about true love, you were right, I mean, we did learn a lot from Mom and Dad!",joy,0
1181,86,4,Ross,And that picture of Chi-Chi with her mischievous grin.,neutral,0
1182,86,5,Ross,And what you said about Nana.,neutral,0
1183,86,6,Ross,"Ohh, yeah she really would’ve wanted to be there.",sadness,0
1184,86,7,Ross,And you know what?,neutral,0
1185,86,8,Ross,I think she was.,neutral,0
1186,86,9,Monica,"Oh good God, Ross! How the hell do you do it?",surprise,1
1187,87,0,Joey,You forget how many great songs Heart had.,neutral,0
1188,87,1,Chandler,Yeah.,neutral,0
1189,87,2,Ross,"You know, Barracuda was the first song I learned to play on the keyboard.",neutral,0
1190,87,3,Chandler,"So, you heard it, you repeated it, so that must mean you wrote it.",neutral,1
1191,87,4,Joey,"Oh, you guys, with this joke. I gotta say, I know I cracked up, but I’m not even sure I got it.",neutral,1
1192,87,5,Ross,"What, you didn’t get it? The doctor is a monkey.",neutral,1
1193,87,6,Chandler,And monkeys can’t write out prescriptions.,neutral,1
1194,87,7,Chandler,You are not allowed to laugh at my joke.,anger,1
1195,87,8,Ross,"Your joke? Well, I think ‘the Hef’ would disagree, which is why he sent me a check for one hundred ah-dollars.",neutral,0
1196,88,0,Chandler,You still haven¡¯t told Rachel you weren¡¯t really  proposing?,surprise,0
1197,88,1,Joey,"No! She had the ring on, she seemed so excited, and then she  took her breast out.",anger,1
1198,88,2,Chandler,"Joey, you have to tell her what¡¯s going on! And what did it  look like?!",surprise,0
1199,88,3,Joey,I didn¡¯t look at it. Stupid baby¡¯s head was blocking most of  it.,anger,1
1200,88,4,Chandler,Go and tell Rachel right now before Ross finds out.,sadness,0
1201,88,5,Joey,"Look, it¡¯s not that easy. She said she wanted to marry me. I  don¡¯t want to hurt her.",sadness,0
1202,88,6,Chandler,"Okay, look, just do it gently.",neutral,0
1203,88,7,Joey,You¡¯re right.,neutral,0
1204,88,8,Joey,You¡¯re right.,neutral,0
1205,88,9,Joey,I-I¡¯ll go tell her now before Ross  finds out and I¡¯ll be gentle.,neutral,0
1206,88,10,Joey,I can do that.,neutral,0
1207,88,11,Joey,I am a gentle person.,neutral,0
1208,88,12,Joey,"Oh, by the  way.",neutral,0
1209,88,13,Joey,Two people screwing in there  if you want to check that out.,neutral,1
1210,89,0,Phoebe,"Okay, umm, it's this tragic love story between Cathy and Heathcliff and umm, it takes place on like these really creepy mores in England.",sadness,0
1211,89,1,Phoebe,Which,neutral,0
1212,89,2,The Teacher,"How would you characterize the theme of this book, uh let's see here , Rachel Green?",neutral,0
1213,89,3,Rachel,"Umm, well I would have to say that it's a, it's tragic love story.",neutral,0
1214,89,4,The Teacher,"Well, that's sort of a given, but yes. Anyone else?",neutral,1
1215,89,5,Rachel,"Oh-oh-oh, symbolism! And uh, the-the uh, wildness of the mores, which",joy,1
1216,89,6,The Teacher,Excellent! What Rachel has shrewdly observed here,joy,1
1217,89,7,Phoebe,You completely stole my answer!,anger,0
1218,89,8,Rachel,"Well, honey that was pretty obvious.",sadness,0
1219,89,9,Phoebe,Well how would you know?! You didn't even read it!,anger,0
1220,89,10,The Teacher,What do you think? You in the blue shirt.,neutral,0
1221,89,11,Phoebe,"I think that uh, yours is a question with many answers.",neutral,0
